,peasantProfile,peasantEmotionalState,currentSeason,currentCropCare,robberyAccount,ptwDate,currentMoneyOrigin,currentPeasantActivityType,currentPeasantLeisureType,currentResourceNeededType,currentDay,timeLeftOnDay,newDay,weekBlock,busy,askedForLoanToday,robbedToday,internalCurrentDate,peasantKind,rainfallConditions,peasantFamilyMinimalVital,health,productivity,wellBeging,worker,peasantQualityFactor,liveStockAffinity,farm,cropSize,housing,servicesPresence,housingSize,housingCondition,housingLocation,farmDistance,money,totalIncome,loanAmountToPay,housingQuailty,timeSpentOnMaintenance,cropHealth,farmReady,harvestedWeightExpected,processedCrop,cropEficiency,processedWeight,processingTime,trainingLevel,trainingAvailability,trainingRelevance,trainingCost,irrigation,irrigationTime,pestControl,diseasedCrop,weedControl,infestedCrop,suppliesAvailability,toolsAvailability,associated,neighbors,collaborationValue,totalHarvestedWeight,healthProgramsAvailability,livestockFarming,livestockHealth,livestockNumber,familyTime,peasantFamilyAffinity,familyTimeAvailability,communications,socialCompatibility,restingTimeAvailibility,peasantRestAffinity,leisureOptions,sellDone,waterAvailable,pesticidesAvailable,tools,supplies,riceSeedsByHectare,seeds,harvestedWeight,startRiceSeason,endRiceSeason,currentCropName,purpose,label
1088,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,109,0.0,false,false,false,false,false,2022-04-19,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4127999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1098,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,110,0.0,false,false,false,false,false,2022-04-20,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4109999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1108,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,111,0.0,false,false,false,false,false,2022-04-21,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4091999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1118,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,112,0.0,false,true,false,false,false,2022-04-22,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4073999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1128,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,113,0.0,false,false,false,false,false,2022-04-23,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4055999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1138,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,114,0.0,false,false,false,false,false,2022-04-24,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4037999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1148,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,115,0.0,false,false,false,false,false,2022-04-25,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4019999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1158,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,116,0.0,false,false,false,false,false,2022-04-26,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4001999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1168,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,117,0.0,false,false,false,false,false,2022-04-27,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,3983999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1178,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,118,0.0,false,false,false,false,false,2022-04-28,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,3965999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1188,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,119,0.0,false,true,false,false,false,2022-04-29,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,3947999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1198,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,120,0.0,false,false,false,false,false,2022-04-30,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,3929999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1208,PeasantFamily_5,[],GROWING,NONE,0,null,NONE,NONE,LEISURE,null,121,0.0,false,false,false,false,false,2022-05-01,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,3861999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1216,PeasantFamily_5,[],GROWING,NONE,0,null,NONE,NONE,LEISURE,null,122,0.0,false,false,false,false,false,2022-05-02,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,3843999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,1857,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1229,PeasantFamily_5,[],GROWING,NONE,0,null,NONE,NONE,LEISURE,null,123,0.0,false,false,false,false,false,2022-05-03,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,3825999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,1497,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1240,PeasantFamily_5,[],GROWING,NONE,0,null,NONE,NONE,LEISURE,null,124,0.0,false,false,false,false,false,2022-05-04,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,3807999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,1137,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1249,PeasantFamily_5,[],GROWING,NONE,0,null,NONE,NONE,LEISURE,null,125,0.0,false,false,false,false,false,2022-05-05,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,3789999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,1137,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1268,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,126,0.0,false,false,false,false,false,2022-05-06,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5093999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,5288.279820268577,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,777,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1276,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,127,0.0,false,false,false,false,false,2022-05-07,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5075999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,5288.279820268577,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,777,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1286,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,128,0.0,false,false,false,false,false,2022-05-08,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5057999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,5288.279820268577,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,777,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1296,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,129,0.0,false,false,false,false,false,2022-05-09,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5039999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,5288.279820268577,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,777,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1306,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,130,0.0,false,false,false,false,false,2022-05-10,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5021999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,5288.279820268577,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,777,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1315,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,131,0.0,false,false,false,false,false,2022-05-11,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5003999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,5288.279820268577,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,777,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1324,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,132,0.0,false,false,false,false,false,2022-05-12,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4985999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,5288.279820268577,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,777,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
1327,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,133,0.0,false,true,false,false,false,2022-05-13,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4967999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,5288.279820268577,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,777,0,10,1,20,6069,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
